,Label	Tweet
221,Non_HS	RT @kompascom: Bagaimana metode penarikan sampel hitung cepat yg dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini
222,"Non_HS	""mnding diem aja pak @basuki_btp semua pergerakanmu pasti disalahkan, klo wktunya menang ntar jga menang.... #IklanAhokJahat"""
223,Non_HS	RT @netmediatama: Perbincangan menarik di Quick Count Pilkada 2017 bersama @irakoesno. #NETPilkada https:\/\/t.co\/odbVw4uWMr
224,Non_HS	Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar
225,Non_HS	Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM https:\/\/t.co\/vajPLioiek
226,Non_HS	Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017
227,Non_HS	RT @miekarinayam: Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yg dijamin konstitusi?
228,Non_HS	Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini
229,Non_HS	Domisili gue di Jakpus bela-belain ke TPS yg berlokasi di Jakbar dgn bermodal e-KTP buat ikutan Pilkada 2017.
230,Non_HS	RT @netmediatama: Presiden @jokowi menggunakan hak suaranya untuk Pilkada DKI Jakarta 2017 di TPS 4 Gambir Jakarta Pusat. #NETPilkada
231,"Non_HS	""RT @boelatboelat: agree pak @basuki_btp kekuasaan itu Tuhan yang kasih, walau dijatuhkan, Tuhan akan menaikkan :) #MataNajwaDebatJakarta"""
232,"Non_HS	""RT @AzzamBarbarossa: Akibat Nila Setitik Rusak Susu Sebelangga, Akibat Mulut Oknum Tak terdidik Rusak Juga Persatuan Bangsa. #IklanAhokJahat"
233,"Non_HS	""Mudah-mudahan Novel baswedan tidak alami kebutaan pada matanya. Kalau sampai buta, saya siap mendonorkan mata saya untuk dia."""
234,"Non_HS	""Mengapa mereka melakukan ini, apakah bisa merubah keadaan bagi para pemilih nanti ? #IklanAhokJahat"""
235,Non_HS	RT @hariadhi: Siapa yg salah? Ahok? Iklannya? Bukan.. yang perlu diprotes adalah orang yg benar2 pake spanduk itu #IklanAhokJahat https://t
236,Non_HS	Sampe sekarang gue blm ngerti dp rumah 0% itu gmn skemanya. Trs emg ada ya perbankan yg mau ngasih kredit rumah gak pakai dp? #debatfinalpilk
237,"Non_HS	""#debatfinalpilkadadki Bagi Anies gubernur adalah pemimpin, bukan administratur / pelayan masyarkt. Padahal melayani mencerminkan integritas."
238,"Non_HS	""Kalimat Penutup Anies Ambisius, Ahok Minta Maaf, Karakter Tidak Bisa Bohong. #DebatPilkadaDKI #DebatFinalPilkadaDKI"""
239,"Non_HS	""pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta"""
240,"Non_HS	""RT @BelaQuran: Kami tdk akan terprovokasi dgn sentimen dan jualan SARA mu itu, karena kami cinta Indonesia #IklanAhokJahat"""
241,Non_HS	Semakin umat di suguhkan #IklanAhokJahat maka akan semakin terlihat siapa yang menebar kebencian terhadap kerukunan antar umat beragama
242,Non_HS	Hampir semua polling Anies - Sandi yang menang. Semoga hari H nya juga demikian. #AniesSandi
243,Non_HS	RT @anjisudirman: @fahiraidris Yg iklankan kampanye ahox adalah yg sama sebarin spanduk syariah dan brosur black campaign. #IklanAhokJahat
244,"Non_HS	""Oke Oce akan menjadi brand dimana, semuanya menjadi OKe Oce, bahkan nanti ada kampung Oke Oce #debatfinalpilkadadki"""
245,"Non_HS	""RT @BelaQuran: Sungguh sgt mengherankan, mengkampanyekan kebhinekaan tp dengan menyebarkan Islamophobia, kebhinekaan yg mana yg dimaksud?"""
246,"Non_HS	""Debat Final Pilkada DKI Jakarta, Siapa yang Gagap, dan Siapa yang Tepat Menjawab - Adjat Sudradjat"""
247,"Non_HS	""Jika persoalan pemimpin hanya dikaitkan dengan lisan, maka apa bedanya gubernur dengan anak-anak? #MataNajwaDebatJakarta"""
248,Non_HS	Cerita Djarot ini diharapkan membuat para pendukung tetap berdamai. #debatfinalpilkadadki #temanahok #AniesSandi
249,"Non_HS	""Cuman mau bilang sama yang serius banget ngetweet pakai hastag #IklanAhokJahat """"Gitu aja baper""""."""
250,Non_HS	Ira Koesno Didekati Anies-Sandi Lalu Marahi Pendukung Paslon Saat Debat Pilkada DKI
251,"Non_HS	""Alhamdulillah ya Allah SWT Semoga jakarta punya gubernur baru yg lebih bersahaja, bersahabat utk semuanya #AniesSandi"""
252,Non_HS	Jelang larut semalam. Diskusi dengan aktifis Golkar tingkat kelurahan. Siap bergabung dalam pemenangan #AniesSandi
253,Non_HS	RT @alayyubichoir: Sosok Anies Sandi harus diakui sgt mengayomi. Sangat kompeten utk membangun kerukukan & kebhinekaan di Jakarta
254,Non_HS	RT @nielchen99: Ngomong manis memang gampang giliran kerja bingung #MataNajwaDebatJakarta
255,Non_HS	19 April adalah saat yang penting bagi warga Jakarta untuk menentukan masa depan Ibukota
256,"Non_HS	""RT @maharanisinta70: terimakasih Pak Anies pemaparantentang DP 0 ,memberi solusi bagi warga jakarta yang ingin punya rumah dan tidak nyewa t"
257,"Non_HS	""Yang aku perhatikan, Tim Mas @aniesbaswedan sibuk ngoceh tentang @basuki_btp dan programnya. Kenapa gak ngurus diri sendiri?"""
258,"Non_HS	""kalo pilih gubernur yg jujur, kerja nyata,anti korupsi,tegas,pinter,mlyani rakyat iklas & peduli pilih ahok djarot,.."""
259,Non_HS	RT @anies_sandi: Bisa merangkul dan menegakkan hukum. Kepemimpinan itu hadir dengan memberikan contoh & perbuatan - @aniesbaswedan
260,"Non_HS	""Hasil kerja Ahok Djarot sungai di Jakarta kembali normal, bersih dan enak dipandang"""
261,"Non_HS	""Ahok & Anies sama baiknya kok, sama bagusnya, sama okenya. Siapa yg kepilih yg menang tetap rakyat jakarta"""
262,"Non_HS	""Semoga pak basuki bisa jadi presiden,agar Indonesia lebih maju."""
263,"Non_HS	""Allah SWT tdk butuh anda. Tapi Anda yang butuh Allah,Rezeki, hidup matimu. Allah yg tentukan. Mau khianati Allah? yakin gak nyesel? #SidangA"
264,Non_HS	#SidangAhok dilanjutkan dengan rekaman yang memuat kampanye Ahok di DPP Nasdem dan juga Pulau Seribu. | @adrieedu https://t.co/8P5P4DUcFG
265,Non_HS	RT @JanurOmank2626: Ahok harus bebas demi hukum demi keadilan demi kelanjutan perbaikan DKI. Semoga hakim mmpunyai sense of justice
266,Non_HS	Pembangkit Listrik Tenaga Panas Bumi Terbesar Dunia.. #CitiPeka #SidangAhok #Tebak2anHajiDjarot https://t.co/KtXdXZsh8H
267,"Non_HS	""RT @findririn: Dan toleransi itu, ketika muslim bisa menjalankan perintah agamanya, dan non muslim juga bisa menjalankan agamanya."""
268,"Non_HS	""RT @findririn: Walaupun artinya teman setia, seharusnya lebih dihindari kalau jd pemimpin"""
269,Non_HS	Semua kejujuran akan mendapatkan pahala dr surga #FreeAhok
270,Non_HS	Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF
271,"Non_HS	""RT @RuridaJihandari: Itu sidang apa drama korea sampe 20kali, lagi menunggu sidang ahok season 2 nih... Kayaknya goblin mah kalah pamornya"""
272,"Non_HS	""Menurut Anda, Transportasi Online manakah dikatakan """"tarif murah, aman & nyaman"""" melayani ???"""
273,Non_HS	Nelayan Jakarta Sudah Disiapin Pulau Khusus oleh Pemda DKI #LunchBreak #SidangAhok
274,Non_HS	Adakah Potensi Radikalisme di Pilgub DKI Jakarta? #LunchBreak #SidangAhok
275,"Non_HS	""RT @NovenStjK: Siaran ulang #AhokDjarotDiRosi malam ini, saksikan yuk di @KompasTV #AhokDjarot #Temanahok"""
276,"Non_HS	""cuma org"""" yg salah saja yg takut dgn doa itu,anda salah?? kenapa takut??? bertobatlah sebelum doa itu dinyatakan,"""
277,Non_HS	Selamat Pagi met aktifitas happy weekend Semoga kita jadi orang jujur biar hidup slalu mujur Aamiin #FreeAhok
278,"Non_HS	""Ahok dituntut 1 tahun penjara. Kemungkinan akan divonis bebas. Masalahnya, warga DKI terlanjur kehilangan pemimpin terbaik. #FreeAhok"""
279,Non_HS	Alhamdulillah tuntutan jaksa hanya 1 tahun masa percobaan 2 tahun yg artinya sbnrnya jaksa mengakui kalo Ahok itu tak bersalah #FreeAhok
280,Non_HS	Kalah atau menang #tetapahok. Terimakasih krn banyak ngasih pelajaran bagaimana kerja keras utk rakyat dgn bersih.
281,"Non_HS	""Pilkada Serentak, Megawati Hanya Minta Jangan ada Intimidasi dan Politik Uang https:\/\/t.co\/zHhvJ4qrrY"""
282,Non_HS	#thw911 Saat Anies-Sandiaga Minta Doa Ustaz untuk Debat Pilkada https:\/\/t.co\/2odlrYteU1
283,Non_HS	Jangan pernah lelah mengabdi untuk Indonesia Pak @basuki_btp. #TetapAhok!
284,"Non_HS	""@LaitsSaja Jika Menang, Anies Siap Rangkul Paslon Lain Jika menang dalam kontestasi Pilkada https:\/\/t.co\/KG40YTelWX"""
285,Non_HS	@LaitsSaja TNI-Polri Bersinergi Jaga Keamanan Jelang Pilkada DKI TNI dan Polri terus bersin https:\/\/t.co\/HP77I9lffG
286,Non_HS	@novie_wednes72r Bismillah Inshaa ALLAH Agus Sylvi menang Pilkada DKI 1putaran dan jadi pemimpin yg amanah dan mencintai rakyat jakarta.
287,Non_HS	Trima kasih pak uda bikin jakarta lebih baik selama bapak menjabat....
288,Non_HS	@nu_online sikap yang jelas dan tegas demi ketertiban dan keamanan ibu kota negara menjelang pilkada dki jakarta
289,Non_HS	Rencana Tuhan lebih baik dari rencana manusia. Mungkin Ahok bs bekerja kebih baik di posisi lain
290,Non_HS	walau kalah tp aku tetap merasa terhormat mendukung BADJA #TerimakasihAhok
291,Non_HS	Basuki TP Ahok Wawancara informal dengan wartawan Balaikota: https:\/\/t.co\/g7iB5H5RUL
292,"Non_HS	""Terimakasih Pak Ahok @basuki_btp #tetapahok karena kita memang siap kalah, dan selamat buat Gubernur baru"""
293,Non_HS	LUCU !! Yuk Melihat AHOK Promosikan Musik Dangdut Kepada Tamu Mancanegara
294,"Non_HS	""Minggu Tenang Pilkada, Ahok Fokus Kerja di Balai Kota: Peresmian-peresmian RPTRA CSR ditunda."""
295,Non_HS	MANTAB !! AHOK dan Pemprov DKI Jakarta Terjunkan Alat Berat Untuk Keruk Sampah di Waduk Pluit
296,Non_HS	Pagi Ini Polrestro Bekasi Gelar Pasukan Pilkada https:\/\/t.co\/ypRv5nNjSb
297,Non_HS	Pak @basuki_btp saya hanya bantu menyampaikan. Sbg orang2 di sekitar Pak Ahok bisa menyampaikan ke beliau. @kurawa. #BlusukanAhok #Gue2
298,"Non_HS	""pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi Jambi buat lahan petani semua, dan jln kreta api jambi, riau, lampu"
299,Non_HS	Partai Nasdem Optimis Menang di Pilkada Serentak 2017 https:\/\/t.co\/EOAzcxai94
300,"Non_HS	""biar kalah, tetap bangga. Sabar n iklas menerima nya. Masih bnyak jabatan lain untuk pak ahok. #TetapAhok"""
301,Non_HS	Sabar n iklas ya pak. Apa pun hasil nya. Kita tetap dukung. Di mna pun/jabatn apa pun yg bpk emban nanti. #TetapAhok
302,"Non_HS	""Wlaupun kita tak kenal,saya yakini slama ini kamu tlah bkerja kras tuk sebuah nilai yg diperjuangkan."""
303,"Non_HS	""RT @ahokdijegal: Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan"""
304,"Non_HS	""Puluhan Personel Brimob Nunukan Diberangkatkan, Amankan Pilkada di Dua Provinsi"""
305,Non_HS	@basuki_btp sing sabar pak.. Simpen energi bapak untuk bagian lain Indonesia... Gusti Allah mboten sare pak...
306,"Non_HS	""Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS"""
307,"Non_HS	""RT @Aktualco: Mahfud MD Heran, UU Pemda Sangat Jelas Tapi Mendagri Keukeuh Pertahankan Ahok"""
308,"Non_HS	""RT @AlissaWahid: Tuips, Ibu Sinta Nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada DKI"""
309,Non_HS	RT @AmaliaAmelCute2: Lebih tambah jatuh hati deh jadinya Tak bisa berpaling ke pilihan yg lain Tetap ke pak ahok -Djarotlah yg terbaik
310,"Non_HS	""RT @AnakBaranusa: Yoi... Yang Jelas Pemenagnya itu hanya satu pasang calon, buka dua apa lagi tiga. 1, 2 dan 3 memiliki Peluang yg sama"""
311,"Non_HS	""RT @AT_AbdillahToha: Aksi 112 tampaknya akan diubah jadi zikir pilkada. Sejauh yg saya tahu, zikir adalah ibadah dekatkan diri ke Allah."""
312,"Non_HS	""RT @blogdokter: Janganlah karena pilkada dan kepentingan politik sesaat, persahabatan dan persaudaraan kita terputus | Kita adalah saudara."""
313,Non_HS	RT @Brani2000: Pilkada di Beltim di kampung sendiri ahok hanya 33% suara. Di Babel kalah telak. Pilkada di DKI? paling cuma 3% suara
314,Non_HS	RT @digembok: Ya allah... Beneran... Pak ahok akhirnya samperin si emak...
315,"Non_HS	""Terimakasih Pak @basukibtp untuk 5 tahunnya, 3 tahun sbg wakil gubernur & 2 tahun sbg gubernur!"""
316,"Non_HS	""RT @eliya_mkom: kesimpulannya tuips, mari kita menangkan Agus Sylvi SATU Putaran, gak perlu pakai 2 putaran segala, cuma habiskan waktu"""
317,Non_HS	Dan selamat atas kemenangannya untuk bapak Anies & Sandi. Semoga Jakarta bisa bersatu lagi
318,Non_HS	Bangga masih memiliki putra bangsa seperti pak Basuki dan pak Jarot.
319,"Non_HS	""Temen-temen, apapun pilihannya, masih ada kehidupan setelah pilkada. Mari saling merangkul & saatnya Jakarta maju dan bahagia bersama."""
320,"Non_HS	""Selamat atas status barunya pak #Aniessandi, semangat ya pak, semoga semua sesuai dengan janjinya"""
321,"Non_HS	""Pak ahok @basukibtp tetep semangat yaaa, saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor"
322,Non_HS	Terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berdua...tetap semangat...sukses terus pak
323,Non_HS	Terima kasih Pak Ahok-Djarot telah bersama kami beberapa tahun ini
324,Non_HS	RT @FerpuAdvocates: Sumarsono: Gaya Pak Ahok yg Kerja Keras Patut Dicontoh dan itu Bagus!!!
325,"Non_HS	""RT @Franstone888: Klo semua mau jujur dan pake hati nurani, Ahok adlh yg terbaik buat Jakarta. Gubernur yg jujur dan benar2 perhatian pd war"
326,Non_HS	Pak Ahok the best aku salut sama pak orang nya sabar dengan cobaan dari tuhan Pak Ahok is the best
327,"Non_HS	""RT @hariadhi: Makasih Pak Ahok, sudah ajarkan kami makna peduli sama rakyat. Andai di masa depan saya dpt kesempatan"""
328,Non_HS	RT @IpungLombok: Hadeuuuh.. Kenapa jadi gaduh gini Pilkada DKI ya... Padahal Pilkada serentak 2015 lalu aman aman saja?
329,"Non_HS	""RT @MbakNevi: Masyarakat Transportasi Jakarta dukung Ahok-Djarot, https:\/\/t.co\/7fdwk8XvCB"""
330,"Non_HS	""Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas"""
331,Non_HS	Semangat terus. Maju terus di dalam TUHAN. God Bless you more and forever bpk ahok dan family
332,"Non_HS	""Selamat bertugas pak Anis, semoga Jakarta menjadi lebih baik lagi!"""
333,"Non_HS	""@aniesbaswedan @sandiuno selamat ya pak, kami tunggu program terealisasi. Jangan kecewakan Jakarta"""
334,Non_HS	Saya selalu mendoakan yg terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina
335,Non_HS	Selamat untk bpk @aniesbaswedan & @sandiagauno atas kemenangannya. Semoga allah memberkahi disetiap langkah yg bapak ambil aminnn salam3jari
336,Non_HS	RT @netmediatama: Mereka telah siap berikan yang terbaik di ajang debat terbuka!
337,Non_HS	Pak anies dan pak @sandiuno selamat ya sudah terpilih jd gubernur dan wagub Jakarta.
338,Non_HS	RT @PartaiSocmed: Kejahatan perbankan yg di spin oleh tim AHY untuk kepentingan pilkada
339,Non_HS	RT @swamediumcom: Agus-Sylvi Diprediksi Maju di Putaran Kedua Pilkada DKI versi Survey GRP
340,Non_HS	RT @temanAhok: Alhamdulillah sambutan antusias warga di tiap blusukan pak Ahok selalu real. Ngga ada settingan.
341,Non_HS	Sampai detik ini pak ahok masih harapan terbesar saya #prayforjakarta
342,Non_HS	Tuhan punya rencana yg indah buat Pak Ahok dan Pak Djarot
343,Non_HS	Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yg sudah menunjukan bahwa negara ini masih punya orang2 baik
344,Non_HS	Terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta
345,Non_HS	Pasti bapak anies sandi kemungkinan besar menang
346,"Non_HS	""Terima kasih. Kepada pendukung kami, percayalah... Tuhan tahu yang terbaik. #JakartaPunyaSemua"""
347,Non_HS	Gubernur dan wakil gubernur terbaik yang pernah jakarta miliki.
348,"Non_HS	""RT @triwul82: Jelang Akhir Masa Tugas, Plt Gubernur DKI Akui Kinerja Ahok https:\/\/t.co\/04ihgI5cwZ"""
349,Non_HS	RT @Wolfcrime: Pendukung yang Telah Dibaiat tapi Tak Pilih Agus-Sylvi Akan Terima Risikonya
350,Non_HS	Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yg lebih dahsyat utk Bapak ber2 utk Indonesia. Maju terus.
351,Non_HS	Tuhan percayakan hal yang lebih Besar lagi kepada Pak Ahok selain hanya menjadi Gubernur Dki jakarta.
352,Non_HS	I LOVE YOU PAK AHOK.AKU HANYA BISA BERDOA SEMOGA TUHAN MEMBERKATI. SALAM 2 JARI UNTUK PA AHOK I LOVE YOU
353,Non_HS	Survei Terbaru: Anies-Sandi Melejit Jauh Tinggalkan Ahok-Djarot https:\/\/t.co\/2IHhuzPsbF
354,Non_HS	Aku akui pak ahok itu tangguh sekali dan apa adanya
355,Non_HS	saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih
356,Non_HS	Meski Badj� tak lagi menjadi pelayan rakyat...kami selalu berdoa terbaik buat Badja. Kami bangga pernah memiliki kalian.
357,Non_HS	Mudah2han pak ahok jadi nomor satu di Indonesia
358,Non_HS	TPS Paslon Pilkada DKI Akan Dijaga Ketat
359,Non_HS	saya bukan penduduk jakarta. tapi saya kagum pada sosok ahok dan jarot.allah memang punya rencana lain.selamat pada beliau
360,Non_HS	Pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot
361,Non_HS	Yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe
362,Non_HS	Semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta @persijajkt
363,"Non_HS	""Pemimpin yg baik pemimpin yg mengerti akan jiwa pemuda, lanjutkan pak @aniesbaswedan"""
364,Non_HS	kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
365,"Non_HS	""Negara kita negara BHINEKA TUNGGAL IKA. jadi ga liat pemimpin dengan agama ,ras ,budaya"""
366,Non_HS	pak @aniesbaswedan kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
367,Non_HS	Gw yakin suatu saat pasti Pak @basuki_btp akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud.
368,"Non_HS	""Doa itu sebaiknya yg baik2. Karena Tuhan juga baik. Klo doa jelek jahat, akan berbalik ke diri yg mendoakan loh"""
369,"Non_HS	""#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian."""
370,"Non_HS	""Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga """"figur pemersatu""""."""
371,"Non_HS	""#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok"""
372,"Non_HS	""ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!"""
373,Non_HS	Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok
374,"Non_HS	""Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali."""
375,"Non_HS	""Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti."""
376,Non_HS	Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt
377,Non_HS	Semoga @persijajkt lebih maju dengan adanya gubernur era baru.
378,Non_HS	Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti
379,Non_HS	saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.
380,Non_HS	Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.
381,Non_HS	Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik
382,"Non_HS	""Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp"""
383,Non_HS	Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini.
384,"Non_HS	""Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak"""
385,Non_HS	Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga.
386,"Non_HS	""Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya."""
387,Non_HS	Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.
388,Non_HS	miris ya pak ahok...sukses slalu buat my idola pak ahok
389,"Non_HS	""Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta."""
390,"Non_HS	""Pak kok saya pngn peluk bapak sambil bilang """" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak"""""""
391,Non_HS	aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....
392,Non_HS	Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi.
393,Non_HS	Pak ahok tetap menjadi gubenur dihatiku ....
394,Non_HS	Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok
395,Non_HS	Gpp kalah. mungkin belom rejekinya ya pak. Bagi kami bapak tetap pemimpin yang jujur. Tetap berkarya nyata
396,"Non_HS	""Selama 20 tahun tinggal di Jakarta, baru 5 tahun terakhir benar-benar terasa perubahan dan sadar kalau itu akitbat gubernurnya."""
397,Non_HS	Aku cinta Pak Ahok. Terimakasih ya Pak atas jasa-jasa dan kerja nyatanya selama 5 tahun terakhir.
398,Non_HS	Tetap semangat pak ahok.... terimakasih atas semua yg anda berikan untuk jakarta. sukses selalu buat pak ahok.
399,Non_HS	Pak ahok kita tetap mendukung apapun yang terjadi
400,Non_HS	Terima kasih banyak buat kinerja keras dari Pak Ahok dan team selama memimpin DKI Jakarta. Tetap semangat selalu Pak. God Bless Bapak & Famil
401,"Non_HS	""Bapak ahok sosok yang saya banggakan, terimakasih pak sudah merubah jakarta."""
402,"Non_HS	""semoga pak ahok selalu dlm lindungan tuhan, saya sayang sama pak ahok, pak ahok orang baik."""
403,Non_HS	Terima kasih pak Basuki. Sampai kapan pun sejarah akan mencatat bapak membawa perubahan bagi kami warga jakarta
404,"Non_HS	""Lanjutkan perjuangan Pak, Bapak orang baik pasti ditempatkan di tempat yg lebih baik juga."""
405,Non_HS	Kau lah yang terhebat.. Karna kau lah kami mendapat inspirasi dan pengalaman yang sangat berharga.
406,Non_HS	Buat Pak Ahok tetap berkarya pak. Masih ada kesempatan lebih baik di 2019
407,Non_HS	Pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki
408,Non_HS	Bapak tetap yg terbaik untuk jakarta..terima kasih pak untuk semua yg bapak kerjakan selama ini semoga Allah selalu meridhoi bapak dalam seti
409,Non_HS	jabatan bukan hal penting yg terpenting bapak tetap orang terhebat di jakarta tentang kerja keras Pak Ahok..sekali lagi terima kasih Pak Ahok
410,Non_HS	Pak Ahok....walau saya bukan warga DKI....saya sangat sedih bapak tidak terpilih lg jd Gubenur DKI.....
411,Non_HS	Hanya bpk lah gubernur satu satunya yg bisa membawa perubahan di Jakarta...semangat pak...
412,"Non_HS	""Pak ahok, saya mempunyai ibu, ibu saya selalu mendoakan pak ahok setiap waktu dan setiap pagi jam 3 ibu saya sebenarnya kecewa dengan hasil"
413,"Non_HS	""tapi kalah menang itu biasa. kekuasaan ada di tangan tuhan, asal bapak ahok tidak menjual iman pak ahok dengan jabatan"""
414,Non_HS	Terimakasih banyak pak ahok dan djarot untuk kerja tulus dan kerasnya untuk Jakarta..
415,Non_HS	Media Asing Menyorot Hasil Pilkada Jakarta
416,Non_HS	Ahok Banyak Belajar di Pilkada DKI
417,Non_HS	Ini Pelajaran yang Dipetik Ahok dari Pilkada DKI
418,Non_HS	Ahok: Lupakan Semua Masalah Kampanye dan Pilkada
419,Non_HS	Presiden Percaya Pilkada DKI Hasilkan Pemimpin Terbaik
420,Non_HS	Kapolri Pastikan Pilkada DKI Berjalan Lancar dan Sejuk
421,Non_HS	Pengamat: Pilkada DKI Panas Karena Parpol Sulit Disiplinkan Massa
422,Non_HS	Parpol Pendukung Ahok-Djarot Komitmen Jaga Pilkada Damai
423,"Non_HS	""Amankan Pilkada DKI, Polisi Terapkan Dua Sistem Pengamanan"""
424,Non_HS	Tiga Instansi Keluarkan Maklumat Larangan Mobilisasi Massa di Pilkada DKI
425,Non_HS	TERNYATA BAJU YANG DIPAKAI AHOK DI DEBAT PILKADA YG SAYA TONTON MELALUI METRO TV SAMA DENGAN YANG DI TV ONE. BARUSAN SAYA CEK
426,"Non_HS	""Sebagai warga negara yang baik, lo wajib ikut mensukseskan Pilkada Jakarta 2017. Temukan performa berbeda Debat Pilkada pukul 7"""
427,Non_HS	Debat Terakhir Menentukan Elektabilitas di Pilkada DKI Putaran Kedua
428,Non_HS	Terima kasih bapak ahok dengan jasa2 bapak selalu membangun jakarta lebih baik lagi
429,Non_HS	Salut banget sm pak ahok.. benar2 berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi..
430,Non_HS	keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga Jakarta untuk datang ke TPS sebelum jam 1 siang!
431,Non_HS	Terima kasih telah membuat Jakarta menjadi lebih baik pak... Tetap semangat!
432,"Non_HS	""Pada akhirnya, orang jahat akan jatuh, dan orang baik, akan dibangkitkan!"""
433,"Non_HS	""Meski dijatuhkan berkali2, Tuhan akan selalu mengangkat yg benar"""
434,Non_HS	Rencana Bapak yang di surga itu lebih indah yangg kita inginkan bapak ahok tetap semangat ya pak
435,Non_HS	Pak Basuki dan Pak Djarot tetap kuat didalam iman dan pengharapan...
436,Non_HS	Yakin bahwa ini bukan jalan yang terbaik untuk anda dari hanya sekedar Gubernur dan Wakil gubernur DKI..
437,Non_HS	Masyarakat Indonesia khusus DKI melihat pemimpin itu bukan dilihat hasil kerjanya
438,Non_HS	Kami sebagai rakyat indonesia yang bukan berasal dari DKI turut mendoakan semoga pak Basuki dan pak Djarot tidak pernah lelah melayani kami d
